# ACTS Test Suite Generation: Mon Nov 13 18:26:33 PST 2017
#  * represents don't care value 

# Degree of interaction coverage: 5
# Number of parameters: 51
# Maximum number of values per parameter: 10
# Number of configurations: 10926
# Number of extended configurations: 0
# ****************************************************
any,posix,boundary,notBoundary,word_begin,word_end,wordC,notWordC,whitespace,notWhitespace,tab,property,notProperty,nameProperty,digit,notDigit,look_ahead,nlook_ahead,look_behind,nlook_behind,unicodeC,backref,zeroOrOne,zeroOrOne_nested,zeroOrMore,zeroOrMore_nested,oneOrMore,oneOrMore_nested,repeat_n,repeat_n_nested,repeat_nm,repeat_nm_nested,repeat_n_more,repeat_n_more_nested,join,list,nList,range,start,end,-w,-c,-i,-e,-f,-x,-t,-v,-BlockSize,syntax,fileType
false,lower,true,false,true,false,true,true,true,true,false,numeric,binary,false,false,true,true,false,true,true,true,true,false,false,true,true,true,true,medium,false,medium-medium,true,small,false,true,true,true,true,true,false,true,false,true,true,true,false,1,true,128,-E,m
true,lower,false,false,true,true,true,true,false,true,true,numeric,binary,false,true,false,false,false,false,false,false,false,true,true,false,false,false,true,large,false,medium-medium,false,medium,false,false,false,false,true,false,true,true,true,false,false,true,true,2,false,256,off,m
true,lower,false,true,false,false,false,false,false,true,false,numeric,binary,false,false,false,false,true,true,true,true,false,false,false,true,false,true,false,small,true,medium-medium,false,medium,true,false,false,true,false,true,true,true,false,true,false,false,true,3,true,512,-P,l
true,lower,true,false,false,true,true,false,false,false,true,numeric,binary,true,false,true,true,false,false,false,false,false,true,false,true,true,false,true,small,false,medium-medium,true,medium,true,true,true,false,false,false,false,true,false,false,true,false,false,4,false,128,-G,s
false,lower,false,true,false,true,false,false,true,false,false,numeric,enum,false,true,true,true,true,true,false,false,true,true,false,true,false,true,true,medium,false,medium-medium,false,small,true,false,true,false,false,false,false,false,true,true,true,false,false,off,false,256,-G,l
true,lower,true,false,false,true,true,true,true,true,true,numeric,enum,false,false,false,false,false,true,true,true,false,false,true,false,true,false,true,medium,false,medium-medium,true,large,false,false,true,false,false,true,false,true,false,true,true,false,false,1,true,off,-E,s
true,lower,true,false,true,false,true,false,true,true,false,numeric,enum,false,true,true,false,true,true,true,true,true,true,true,false,true,true,false,large,true,medium-medium,true,medium,false,true,true,true,true,false,true,false,false,false,false,true,false,2,true,off,-P,s
false,lower,false,true,false,true,false,true,false,false,true,numeric,enum,true,false,true,true,true,false,true,false,true,false,false,true,false,false,false,small,true,medium-medium,false,large,true,true,false,false,false,true,false,true,false,false,false,true,false,3,true,256,off,s
false,lower,true,true,true,false,false,true,true,true,false,numeric,enum,true,true,false,true,false,false,true,false,false,false,true,false,false,false,true,medium,false,medium-medium,true,medium,false,true,false,true,false,false,true,true,true,true,true,false,true,4,true,512,-G,s
false,lower,true,false,true,false,true,false,true,false,true,numeric,catalog,true,true,true,false,false,true,false,false,true,true,false,true,true,false,true,large,false,medium-medium,false,small,true,false,false,false,true,true,true,true,false,true,false,false,false,off,true,64,-G,l
true,lower,false,true,false,true,false,true,true,false,false,numeric,catalog,true,false,false,true,true,true,false,false,true,false,true,false,false,true,false,small,true,medium-medium,true,small,false,true,true,true,false,false,true,true,true,false,true,true,true,1,false,off,off,s
false,lower,true,true,false,true,true,false,false,false,true,numeric,catalog,false,false,true,true,true,true,false,true,false,true,true,false,true,false,false,small,true,medium-medium,false,small,true,true,true,false,false,true,false,false,false,true,false,false,true,2,true,256,-G,m
false,lower,true,false,true,true,true,true,true,true,false,numeric,catalog,false,true,true,false,true,true,true,true,false,true,false,false,true,true,true,large,false,medium-medium,false,large,true,false,false,true,false,false,false,false,false,true,false,false,true,3,false,128,-E,s
false,lower,true,false,true,false,false,true,true,true,true,numeric,catalog,false,false,true,true,false,false,false,false,true,false,true,true,true,false,false,small,false,medium-medium,true,small,true,false,false,false,false,true,false,false,false,true,false,true,true,4,false,off,-P,m
false,lower,false,false,true,false,true,true,true,true,false,numeric,numeric,true,true,false,false,false,false,false,true,true,true,true,true,true,true,true,large,false,medium-medium,true,large,false,true,false,false,true,true,false,false,false,true,true,true,false,off,true,512,-E,m
true,lower,true,true,false,true,false,false,false,false,false,numeric,numeric,false,false,false,false,true,false,false,true,true,false,false,true,false,false,false,small,true,medium-medium,false,small,true,false,true,true,false,false,true,false,true,true,true,false,true,1,false,64,-E,s
true,lower,false,false,true,false,false,false,false,true,true,numeric,numeric,false,true,true,true,false,true,true,false,true,true,true,false,false,true,true,medium,true,medium-medium,true,large,false,false,false,true,false,false,false,true,false,false,true,true,true,2,false,128,-G,l
true,lower,false,true,true,false,true,false,false,true,false,numeric,numeric,false,true,true,false,true,true,false,false,false,true,true,true,false,true,false,medium,true,medium-medium,true,large,false,false,true,false,true,false,false,true,true,true,true,false,false,3,false,256,-G,m
true,lower,true,true,true,true,true,false,false,true,true,numeric,numeric,false,false,false,true,false,false,true,true,false,true,true,false,false,true,true,large,true,medium-medium,false,medium,false,false,false,true,true,false,false,true,true,false,false,true,false,4,false,off,off,s
true,lower,false,true,false,false,true,true,false,false,true,off,off,false,true,false,false,true,false,true,false,false,true,false,true,true,false,false,large,true,medium-large,true,medium,true,true,false,false,false,false,true,false,true,false,true,false,false,off,true,512,-E,l
false,lower,false,false,true,true,false,true,true,true,false,off,off,true,false,true,true,false,true,false,true,true,false,true,false,false,true,true,medium,false,medium-large,false,small,false,false,true,true,true,true,false,true,false,true,false,true,false,1,false,128,off,m
true,lower,true,true,false,true,false,false,true,false,false,off,off,false,true,true,false,false,false,false,false,true,false,false,true,false,true,false,medium,false,medium-large,true,large,true,false,true,false,true,false,true,true,true,true,false,false,true,2,false,256,-P,s
false,lower,true,false,true,false,true,false,false,true,true,off,off,true,false,false,true,true,true,true,true,false,true,true,false,true,false,true,small,true,medium-large,false,large,false,true,false,true,false,true,false,false,false,false,true,true,true,3,true,64,-E,s
false,lower,true,true,true,true,false,false,true,false,true,off,off,true,true,false,false,false,true,true,false,true,true,true,false,false,false,false,small,false,medium-large,true,small,false,true,true,false,false,true,true,true,false,false,false,false,false,4,true,512,-G,l
false,lower,false,false,false,false,false,false,false,true,false,off,binary,false,false,true,false,true,false,false,true,false,false,false,false,true,true,true,large,true,medium-large,true,small,true,false,false,true,true,false,false,false,true,true,true,true,true,off,false,off,-P,s
true,lower,true,false,false,false,true,true,true,false,false,off,binary,true,false,false,true,false,false,true,false,false,false,true,true,true,true,false,small,false,medium-large,false,large,true,true,true,true,false,false,false,true,false,true,true,false,false,1,false,512,-P,m
false,lower,false,true,true,true,true,true,false,false,false,off,binary,false,true,true,true,true,true,false,false,true,true,false,true,false,false,true,small,true,medium-large,false,medium,false,false,false,false,true,true,true,false,true,false,false,true,true,2,true,64,off,s
false,lower,false,true,true,true,false,true,true,true,true,off,binary,false,true,false,true,false,false,false,true,false,true,true,true,false,true,false,large,true,medium-large,true,large,false,false,false,true,false,false,true,true,false,true,false,true,true,3,true,256,-E,m
true,lower,true,false,true,false,false,false,false,true,true,off,binary,false,true,true,false,false,true,true,true,true,false,false,true,true,false,true,large,false,medium-large,false,medium,true,true,true,false,true,true,false,false,true,false,true,false,false,4,false,128,off,m
true,lower,false,false,true,true,true,false,true,true,true,off,enum,true,false,true,false,true,false,false,false,true,true,true,false,false,false,false,small,true,medium-large,false,large,true,false,true,false,false,true,true,false,true,true,true,true,true,off,false,128,-P,l
true,lower,true,true,false,false,false,true,false,true,false,off,enum,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,medium,false,medium-large,true,small,false,true,false,false,true,false,false,true,true,false,false,false,false,1,true,64,-E,l
true,lower,false,true,true,false,true,false,true,false,true,off,enum,true,false,false,true,false,true,true,true,false,false,false,true,true,true,true,medium,true,medium-large,true,medium,false,false,true,true,false,true,true,false,false,false,false,false,true,2,false,off,-G,m
true,lower,true,false,false,true,true,true,false,false,false,off,enum,false,false,true,false,false,true,true,true,true,true,true,true,true,false,true,large,false,medium-large,false,small,true,false,false,true,true,false,true,true,false,true,false,true,false,3,true,512,-G,s
false,lower,false,false,false,false,true,true,false,true,false,off,enum,true,true,true,true,true,false,true,false,true,false,false,false,true,true,true,large,true,medium-large,false,large,false,true,true,true,true,true,false,true,false,true,true,false,true,4,true,256,-G,l
true,lower,true,true,false,true,false,false,true,false,true,off,catalog,true,false,true,true,true,false,false,false,false,true,true,false,true,false,true,large,false,medium-large,true,large,true,true,false,false,true,true,false,false,false,false,false,true,false,off,false,64,-G,m
false,lower,true,false,false,true,true,false,false,false,true,off,catalog,false,false,false,false,true,true,false,true,true,false,false,false,false,false,false,small,true,medium-large,false,medium,true,false,true,true,false,false,false,true,true,true,true,false,false,1,true,256,-E,m
true,lower,true,false,true,true,true,true,true,true,false,off,catalog,false,true,false,true,false,false,true,false,false,true,true,false,false,true,false,large,true,medium-large,false,small,true,true,false,false,false,false,false,false,true,false,true,true,true,2,false,off,off,l
false,lower,true,true,false,false,true,true,true,false,false,off,catalog,false,false,false,false,true,true,true,false,false,true,true,true,true,true,true,medium,false,medium-large,true,medium,false,false,true,false,true,true,true,true,true,false,true,true,true,3,true,128,-P,l
true,lower,false,true,true,false,false,true,false,true,false,off,catalog,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,small,false,medium-large,true,medium,false,false,false,true,false,false,true,false,false,true,false,false,true,4,false,512,-P,s
true,lower,false,false,true,true,true,false,true,false,false,off,numeric,true,true,false,false,false,true,true,false,true,false,false,true,false,true,true,large,false,medium-large,true,small,false,true,true,true,false,false,true,true,false,true,true,false,false,off,false,64,-E,s
false,lower,false,true,false,false,true,false,false,true,true,off,numeric,false,false,true,false,true,false,true,false,false,true,true,true,true,false,false,medium,false,medium-large,true,large,true,true,false,false,false,true,true,false,false,false,false,true,false,1,true,256,off,s
false,lower,true,true,false,false,false,true,true,true,true,off,numeric,true,false,true,true,false,false,false,true,true,true,false,false,true,true,false,large,true,medium-large,false,medium,true,true,false,true,true,false,false,true,true,true,true,false,false,2,true,128,-E,s
false,lower,true,true,false,false,false,false,true,false,true,off,numeric,true,true,true,false,true,false,false,false,true,false,false,true,false,false,false,small,false,medium-large,false,small,false,false,true,false,true,true,false,true,true,true,false,false,true,3,false,off,off,m
true,lower,false,true,false,true,true,true,false,false,true,off,numeric,false,false,false,true,true,true,false,true,false,true,true,false,true,false,true,large,true,medium-large,false,small,true,false,true,false,true,true,true,false,false,false,false,true,false,4,true,off,-E,m
false,lower,true,false,true,false,false,true,true,true,true,binary,off,false,true,false,false,false,false,true,true,true,false,true,true,true,true,false,small,true,medium-large,false,small,false,false,false,false,true,true,true,true,true,false,false,true,false,off,true,64,-P,m
true,lower,false,false,true,true,false,false,false,false,false,binary,off,false,false,true,true,true,true,false,true,false,true,false,true,false,false,true,large,false,medium-large,true,large,true,true,false,true,false,false,false,false,true,true,true,false,true,1,false,off,-G,l
false,lower,false,true,false,true,true,false,false,true,false,binary,off,true,false,false,false,true,true,false,false,true,false,false,false,true,true,true,large,true,medium-large,true,large,false,false,true,true,true,false,false,false,false,false,true,true,false,2,true,512,off,m
true,lower,false,false,false,false,false,true,true,true,false,binary,off,true,false,true,true,false,true,true,false,false,true,false,false,false,true,false,small,false,medium-large,false,medium,true,true,true,false,false,true,true,false,true,false,false,true,false,3,false,256,-G,m
false,lower,true,false,false,true,true,false,true,false,false,binary,off,false,true,true,true,true,false,true,false,false,false,true,true,false,false,false,large,true,medium-large,true,small,false,true,false,true,false,false,false,true,false,false,false,true,true,4,false,128,-E,s
false,lower,true,false,true,true,true,false,false,true,true,binary,binary,true,false,false,true,false,true,false,false,true,true,true,false,false,false,true,medium,false,medium-large,false,medium,true,true,true,false,true,true,false,true,true,true,true,false,true,off,true,512,-E,s
false,lower,false,true,false,false,true,false,true,true,true,binary,binary,false,true,true,false,false,false,false,true,true,false,true,false,true,true,true,small,true,medium-large,true,medium,true,false,true,true,false,false,true,false,false,true,true,false,true,1,false,64,-G,l
true,lower,false,false,true,false,false,false,false,false,true,binary,binary,true,false,false,false,true,false,true,true,false,false,true,true,true,false,true,small,false,medium-large,true,small,false,true,false,false,true,true,false,true,false,true,false,true,false,2,false,256,-E,l
true,lower,true,true,true,false,false,true,false,false,true,binary,binary,true,true,true,false,false,true,true,false,true,true,false,false,false,false,false,medium,true,medium-large,false,large,false,true,false,true,false,false,false,false,false,false,true,false,false,3,true,off,-P,l
false,lower,false,true,false,true,true,true,false,false,false,binary,binary,true,false,false,true,true,true,false,true,false,true,false,true,false,true,false,small,false,medium-large,true,small,true,false,false,false,false,false,true,false,true,true,true,false,false,4,true,128,-P,m
true,lower,true,true,false,false,false,true,true,false,false,binary,enum,false,true,false,true,false,false,true,true,true,true,true,false,true,false,false,medium,false,medium-large,true,small,false,false,true,true,false,true,true,true,true,true,true,false,true,off,true,off,off,s
false,lower,true,true,true,false,false,false,true,true,true,binary,enum,false,true,false,false,true,false,false,false,false,false,false,true,false,true,true,small,true,medium-large,false,large,false,true,false,false,true,true,true,false,true,false,false,true,true,1,false,512,-G,s
false,lower,true,false,false,true,false,true,false,false,true,binary,enum,false,false,true,false,false,false,true,true,false,true,true,true,false,true,false,large,false,medium-large,false,medium,true,true,true,true,false,false,false,true,false,true,false,false,false,2,false,64,off,l
true,lower,false,false,true,true,false,false,false,true,false,binary,enum,false,true,false,true,true,false,false,false,true,false,false,false,true,true,true,small,true,medium-large,true,medium,true,true,false,true,false,false,false,true,false,false,true,false,false,3,false,128,off,s
false,lower,true,true,true,true,true,true,true,false,true,binary,enum,false,true,false,false,true,true,false,false,false,true,true,true,true,false,true,medium,true,medium-large,false,medium,true,false,false,true,true,false,false,false,true,true,true,true,true,4,false,256,off,m
false,lower,false,false,true,false,true,true,false,false,true,binary,catalog,true,false,true,false,true,true,true,true,false,false,false,true,true,true,true,large,true,medium-large,false,small,false,true,true,false,true,true,true,true,false,false,false,false,true,off,true,512,off,s
true,lower,false,true,true,false,true,false,false,true,true,binary,catalog,false,true,false,true,false,true,true,false,true,true,false,false,true,false,true,large,true,medium-large,false,large,false,false,false,true,true,true,true,true,false,false,false,true,true,1,true,128,-P,m
false,lower,false,false,false,false,false,true,false,true,true,binary,catalog,false,true,true,true,true,true,false,true,true,true,true,true,true,false,false,medium,true,medium-large,true,small,true,true,true,true,false,true,true,false,true,false,true,false,false,2,true,256,-P,m
true,lower,false,false,true,true,false,false,true,true,false,binary,catalog,false,true,true,false,false,false,false,false,true,false,false,true,true,true,false,large,false,medium-large,false,small,true,false,true,false,true,true,false,false,true,true,true,false,true,3,false,64,-E,l
false,lower,true,false,false,true,true,false,false,true,true,binary,catalog,true,false,false,false,false,false,true,false,true,false,false,false,false,true,false,medium,true,medium-large,false,medium,false,false,false,false,true,false,true,true,true,true,true,true,false,4,true,off,-G,s
true,lower,false,false,false,false,false,true,false,true,false,binary,numeric,false,true,true,true,false,true,false,true,false,false,false,false,false,false,true,medium,true,medium-large,true,small,false,false,false,true,false,false,false,false,true,false,false,true,true,off,false,512,-G,l
true,lower,true,false,true,true,true,true,true,false,true,binary,numeric,true,true,false,false,true,false,true,true,false,true,true,true,false,true,false,medium,true,medium-large,false,medium,true,false,true,false,true,false,false,true,true,false,true,false,true,1,true,128,-G,s
true,lower,false,false,true,true,true,false,false,true,false,binary,numeric,false,false,false,true,false,true,true,false,false,false,true,false,true,false,true,small,false,medium-large,false,medium,false,true,false,false,false,true,true,true,false,true,false,true,true,2,true,off,-P,m
false,lower,false,false,false,true,true,true,true,false,false,binary,numeric,false,false,true,true,false,false,true,true,true,false,false,true,false,false,true,medium,true,medium-large,true,large,true,true,true,true,true,false,true,false,true,true,true,true,false,3,false,64,-E,m
true,lower,true,true,true,false,false,false,true,false,false,binary,numeric,true,false,false,false,true,true,false,true,false,true,false,false,true,true,false,small,true,medium-large,true,large,true,false,false,true,true,true,true,true,true,true,false,false,true,4,false,64,off,l
true,lower,true,true,true,false,false,false,false,false,false,enum,off,true,true,false,true,false,true,false,true,false,true,true,false,false,true,true,large,false,medium-large,false,small,false,false,false,true,true,false,true,false,false,false,true,false,true,off,false,256,off,s
true,lower,false,false,false,true,true,true,true,false,true,enum,off,false,true,true,false,true,false,true,false,true,true,false,true,true,false,false,medium,false,medium-large,true,large,true,true,true,false,false,true,true,true,true,true,false,true,false,1,true,512,-E,m
false,lower,true,false,false,false,false,true,false,true,true,enum,off,true,false,true,true,true,true,false,false,true,false,false,true,false,false,true,small,true,medium-large,false,large,false,false,false,true,false,true,false,false,false,true,false,false,false,2,true,128,-G,l
false,lower,false,true,true,true,true,false,true,true,false,enum,off,false,false,false,true,false,false,false,true,false,false,true,false,true,true,false,large,true,medium-large,true,medium,true,true,true,false,true,false,false,true,true,false,true,true,true,3,false,512,-P,l
false,lower,false,true,false,false,false,true,true,true,false,enum,off,false,true,false,false,false,true,true,true,true,true,true,true,true,true,true,medium,true,medium-large,false,large,true,false,true,false,false,false,false,false,false,false,false,true,false,4,true,off,-P,l
true,lower,false,false,true,false,false,false,false,true,false,enum,binary,true,true,true,false,true,false,true,false,false,false,false,true,false,true,false,large,false,medium-large,true,medium,false,false,true,false,true,true,true,true,false,false,true,false,true,off,false,512,-G,m
false,lower,true,true,false,true,true,true,true,false,true,enum,binary,true,false,true,false,false,true,true,false,true,true,false,false,true,false,true,small,true,medium-large,true,small,false,true,false,true,false,true,false,true,true,false,true,true,true,1,false,256,-P,s
true,lower,false,true,true,true,true,false,true,false,true,enum,binary,false,false,false,true,true,false,true,true,false,false,false,false,false,true,false,medium,false,medium-large,true,large,false,true,false,false,true,true,true,false,false,true,false,false,false,2,false,off,off,l
true,lower,false,false,false,true,false,false,false,true,false,enum,binary,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,small,true,medium-large,false,small,true,false,true,true,true,false,true,true,true,false,false,false,false,3,true,128,-E,l
true,lower,true,false,false,true,true,false,false,true,false,enum,binary,true,false,true,true,false,false,true,false,true,true,true,true,true,false,false,medium,true,medium-large,false,small,true,true,true,true,false,false,false,true,false,true,true,false,false,4,true,64,off,m
false,lower,false,false,true,false,true,true,false,false,false,enum,enum,false,true,false,false,false,true,true,true,true,false,false,true,false,true,true,small,false,medium-large,true,large,true,true,false,false,false,false,false,false,true,true,false,true,true,off,true,64,off,m
false,lower,true,true,true,false,true,false,true,false,true,enum,enum,false,false,true,false,false,true,false,true,false,true,true,false,true,false,false,large,false,medium-large,false,small,true,false,true,false,false,true,true,false,false,false,true,false,false,1,false,128,-E,m
true,lower,false,false,false,false,false,false,false,true,false,enum,enum,true,true,false,true,false,false,false,true,false,false,false,false,true,false,false,medium,false,medium-large,false,medium,true,true,true,false,true,false,false,true,false,true,true,true,false,2,true,256,-P,s
false,lower,false,false,true,true,false,true,false,true,false,enum,enum,false,true,true,true,true,false,false,false,true,true,false,true,false,true,false,medium,true,medium-large,true,small,false,true,false,true,false,false,false,true,true,false,false,true,true,3,true,off,-E,s
true,lower,true,true,true,false,true,false,true,false,false,enum,enum,true,false,true,false,true,false,true,false,true,false,false,true,false,true,true,small,true,medium-large,true,small,true,false,true,true,true,true,false,false,true,true,true,false,true,4,false,512,-E,l
false,lower,true,true,false,true,false,true,true,false,true,enum,catalog,false,false,false,false,false,false,true,true,true,true,true,false,false,false,false,small,false,medium-large,true,medium,false,true,false,true,false,false,true,true,false,true,false,false,false,off,true,128,off,l
true,lower,false,true,true,false,true,true,true,true,false,enum,catalog,true,true,true,false,true,true,false,false,false,false,true,true,true,true,false,medium,false,medium-large,true,small,true,false,true,false,true,false,true,false,false,false,true,true,false,1,false,off,-G,m
true,lower,true,true,true,false,false,true,false,false,false,enum,catalog,false,true,false,true,true,true,true,true,false,true,true,true,false,true,false,medium,true,medium-large,false,large,true,true,true,true,false,true,true,true,false,true,false,true,true,2,false,512,-E,l
false,lower,true,true,true,true,true,false,false,false,true,enum,catalog,false,true,false,false,true,false,false,true,true,false,false,true,true,false,true,small,true,medium-large,true,large,false,true,false,false,false,true,false,false,false,true,true,false,true,3,false,256,-G,s
false,lower,true,false,false,true,false,true,true,false,true,enum,catalog,false,false,true,false,false,true,false,false,false,true,true,true,false,false,false,large,false,medium-large,true,medium,true,true,true,false,true,true,true,false,true,true,false,true,false,4,false,256,-P,l
false,lower,true,false,true,false,true,true,true,true,true,enum,numeric,false,false,true,true,false,true,true,true,false,true,false,false,true,true,false,small,false,medium-large,false,large,false,false,true,true,false,false,false,false,true,false,false,true,false,off,true,off,-E,s
true,lower,false,true,false,true,false,false,false,false,true,enum,numeric,true,false,true,false,true,false,false,false,true,true,true,true,false,false,true,large,true,medium-large,true,medium,false,true,true,true,true,true,false,true,true,false,true,false,true,1,false,64,-P,l
true,lower,true,false,true,true,true,true,true,false,false,enum,numeric,true,true,false,true,false,true,true,true,true,false,false,true,false,true,true,large,true,medium-large,true,small,true,false,true,true,false,true,true,false,true,true,true,true,false,2,false,256,off,m
false,lower,false,true,false,false,true,false,false,false,false,enum,numeric,true,false,false,false,false,true,true,false,false,false,true,false,true,true,false,large,false,medium-large,true,large,false,true,false,true,true,true,true,true,false,true,false,true,false,3,true,128,-G,l
false,lower,true,false,true,true,true,false,true,false,true,enum,numeric,true,true,false,false,true,false,true,true,true,true,true,true,true,true,false,medium,false,medium-large,false,medium,false,false,false,false,false,false,false,true,false,true,true,true,true,4,true,512,-P,l
false,lower,true,true,true,false,true,false,false,false,false,catalog,off,false,false,false,true,true,false,false,true,true,false,false,true,true,false,true,medium,false,medium-large,false,small,true,true,true,false,false,false,true,true,true,false,false,false,true,off,true,128,-G,m
true,lower,false,false,false,true,false,true,false,true,true,catalog,off,true,true,true,false,true,true,true,false,false,true,true,false,false,true,false,medium,true,medium-large,false,large,false,false,false,true,true,false,false,false,false,true,true,true,false,1,false,64,off,s
false,lower,true,false,true,false,false,true,true,true,true,catalog,off,false,false,true,false,false,false,true,true,false,true,true,false,true,false,true,large,false,medium-large,true,medium,false,true,false,false,false,true,true,true,false,true,true,false,false,2,true,512,-P,s
true,lower,true,true,false,false,true,false,true,false,false,catalog,off,true,true,true,true,false,true,false,false,true,false,true,true,false,true,false,medium,true,medium-large,true,medium,true,false,true,true,true,true,false,false,true,false,false,true,true,3,false,256,-E,l
true,lower,false,false,false,false,true,true,false,false,true,catalog,off,false,true,false,true,false,true,false,true,false,false,false,true,false,false,false,large,false,medium-large,true,medium,false,true,false,true,true,true,true,false,false,false,true,false,false,4,false,64,-G,m
false,lower,false,false,true,true,false,true,true,true,false,catalog,binary,true,false,false,false,false,false,true,false,true,false,false,true,true,true,true,small,true,medium-large,false,medium,true,true,true,true,false,false,false,true,true,true,false,true,true,off,true,256,off,l
false,lower,true,true,true,true,false,false,true,false,true,catalog,binary,false,false,false,false,true,true,true,false,true,true,false,false,false,false,true,large,false,medium-large,true,large,true,false,true,false,true,true,false,true,false,false,false,false,false,1,true,off,-E,m
true,lower,false,true,false,false,true,false,false,true,false,catalog,binary,true,true,false,true,false,true,false,true,false,false,true,false,true,true,false,small,false,medium-large,true,large,false,false,true,false,false,false,false,false,true,false,true,true,true,2,false,128,-P,s
false,lower,false,true,false,true,true,true,false,true,true,catalog,binary,true,false,true,true,true,true,true,true,false,true,false,false,false,false,false,small,true,medium-large,false,large,false,false,false,false,false,true,true,true,true,true,false,true,false,3,false,512,-G,m
false,lower,false,false,false,true,false,false,false,true,true,catalog,binary,true,false,true,true,true,false,false,true,true,true,true,false,true,false,false,large,true,medium-large,false,small,false,false,false,false,false,false,true,false,false,true,true,false,true,4,true,256,-E,l
true,lower,false,false,true,false,false,true,true,true,false,catalog,enum,false,true,true,true,false,false,false,true,false,true,true,false,false,true,false,large,true,medium-large,true,medium,false,true,true,true,true,false,true,true,false,false,false,false,false,off,true,512,-E,m
false,lower,false,false,false,true,true,true,true,false,false,catalog,enum,true,true,true,false,false,true,true,false,false,false,true,true,true,true,true,medium,true,medium-large,false,small,false,true,false,true,false,false,true,true,true,true,false,false,false,1,false,off,-P,l
false,lower,false,true,true,false,false,false,true,false,false,catalog,enum,false,false,false,true,true,false,false,false,true,true,true,true,true,false,false,medium,false,medium-large,false,small,true,false,true,false,false,true,true,true,true,false,true,true,true,2,false,64,-G,s
true,lower,true,false,false,false,true,true,true,false,true,catalog,enum,false,false,false,false,false,true,true,false,false,true,false,true,true,false,false,large,true,medium-large,false,large,false,true,true,false,true,true,true,false,true,false,false,false,true,3,true,128,off,l
true,lower,true,true,true,false,false,false,true,false,true,catalog,enum,false,true,true,false,false,false,false,false,true,false,false,false,false,true,true,small,false,medium-large,false,large,true,true,true,true,true,false,false,true,true,true,true,true,false,4,false,off,-E,l
true,lower,false,true,false,false,true,true,true,true,false,catalog,catalog,false,true,true,false,true,true,true,true,false,false,true,false,false,true,true,medium,false,medium-large,false,large,false,false,false,false,false,true,false,false,false,true,true,false,false,off,false,256,-G,m
false,lower,true,false,true,true,false,false,false,false,false,catalog,catalog,false,false,false,true,false,false,false,true,true,false,true,true,true,true,true,small,false,medium-large,true,medium,true,true,false,true,true,false,true,false,true,false,false,true,true,1,false,512,off,l
true,lower,false,false,true,true,false,false,true,false,true,catalog,catalog,true,false,false,true,true,false,false,true,true,true,false,true,false,false,true,large,true,medium-large,false,small,false,false,true,true,true,true,false,true,false,false,true,true,true,2,true,off,-E,m
false,lower,true,true,true,false,true,true,false,true,false,catalog,catalog,true,true,false,false,true,true,true,true,false,false,false,true,false,true,true,small,false,medium-large,true,small,false,false,true,true,false,false,true,true,false,true,true,false,true,3,true,64,-G,m
false,lower,true,false,true,true,true,true,true,true,false,catalog,catalog,true,false,false,true,true,true,true,false,false,true,false,false,false,true,false,small,true,medium-large,false,small,true,false,false,false,false,false,false,false,false,true,false,true,false,4,false,64,-P,m
false,lower,true,true,false,true,false,false,false,false,true,catalog,numeric,false,false,true,true,true,false,true,false,true,false,false,false,true,false,true,medium,false,medium-large,false,medium,true,true,false,false,true,true,false,false,false,false,false,false,false,off,true,64,-P,s
true,lower,true,false,true,true,true,true,true,true,false,catalog,numeric,true,true,false,true,true,true,false,true,true,false,false,false,false,true,true,small,true,medium-large,false,small,true,false,false,true,true,false,true,true,false,true,true,false,true,1,false,256,-G,m
true,lower,true,true,false,false,false,false,true,true,false,catalog,numeric,false,true,true,false,false,false,false,true,false,true,true,true,true,true,false,small,true,medium-large,true,small,false,false,true,true,true,true,true,true,true,false,true,false,false,2,true,512,off,m
true,lower,false,false,true,false,false,true,true,true,true,catalog,numeric,false,false,true,false,true,false,false,true,true,true,true,false,false,true,false,large,false,medium-large,false,large,true,true,true,false,false,false,true,true,true,false,false,true,false,3,false,256,-P,s
true,lower,true,false,false,true,false,true,false,true,false,catalog,numeric,false,true,true,true,false,false,false,false,false,false,true,false,false,false,true,large,false,medium-large,true,medium,false,false,false,true,false,true,true,false,false,true,false,false,false,4,false,128,off,s
true,lower,true,true,true,true,true,false,false,true,true,numeric,off,true,true,true,false,false,true,true,false,true,true,true,true,false,false,true,small,true,medium-large,true,small,true,true,false,false,false,true,false,false,false,true,true,false,false,off,true,off,off,l
false,lower,true,true,false,false,false,true,true,false,false,numeric,off,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,large,false,medium-large,false,medium,false,false,true,true,true,false,true,true,true,false,false,true,true,1,false,256,-E,s
true,lower,false,false,false,false,true,true,false,true,false,numeric,off,true,false,true,true,false,false,false,false,false,true,false,true,true,true,true,large,true,medium-large,true,large,true,false,true,true,true,true,true,true,false,true,false,true,false,2,true,64,-P,l
true,lower,true,false,true,true,false,false,true,true,true,numeric,off,false,true,false,false,true,true,true,true,true,false,true,false,true,true,false,large,true,medium-large,false,medium,false,true,false,false,false,false,false,false,true,false,true,false,true,3,false,128,-P,m
