# ACTS Test Suite Generation: Mon Nov 13 18:26:33 PST 2017
#  * represents don't care value 

# Degree of interaction coverage: 5
# Number of parameters: 51
# Maximum number of values per parameter: 10
# Number of configurations: 10926
# Number of extended configurations: 0
# ****************************************************
any,posix,boundary,notBoundary,word_begin,word_end,wordC,notWordC,whitespace,notWhitespace,tab,property,notProperty,nameProperty,digit,notDigit,look_ahead,nlook_ahead,look_behind,nlook_behind,unicodeC,backref,zeroOrOne,zeroOrOne_nested,zeroOrMore,zeroOrMore_nested,oneOrMore,oneOrMore_nested,repeat_n,repeat_n_nested,repeat_nm,repeat_nm_nested,repeat_n_more,repeat_n_more_nested,join,list,nList,range,start,end,-w,-c,-i,-e,-f,-x,-t,-v,-BlockSize,syntax,fileType
false,xdigit,true,false,false,true,true,false,false,true,true,off,enum,true,true,false,true,false,false,true,true,true,true,true,true,true,true,true,small,false,small-medium,false,large,false,false,false,true,false,true,true,true,false,true,true,false,true,3,false,128,-E,m
false,xdigit,false,false,true,false,true,true,false,true,true,off,enum,false,false,true,true,true,true,false,false,true,true,false,true,false,false,true,large,true,small-medium,true,medium,false,true,true,false,true,true,false,true,false,true,true,false,true,4,false,off,-P,s
false,xdigit,true,true,true,true,false,false,true,false,false,off,catalog,false,true,false,false,true,true,false,false,true,false,false,true,true,false,false,large,false,small-medium,false,medium,true,false,false,true,true,true,false,false,false,true,false,true,true,off,true,512,-E,l
true,xdigit,true,false,false,false,true,true,true,false,true,off,catalog,true,false,true,true,false,true,false,false,false,true,false,false,false,true,true,medium,true,small-medium,true,large,true,false,true,false,true,true,false,true,false,false,true,false,false,1,true,64,-E,l
true,xdigit,false,true,false,true,true,true,false,false,true,off,catalog,false,false,true,true,true,false,true,true,true,false,true,false,false,false,false,large,false,small-medium,true,small,false,true,false,true,false,false,true,false,true,true,false,true,false,2,false,128,-P,s
false,xdigit,false,true,true,true,false,false,false,true,false,off,catalog,false,true,true,false,true,true,true,true,false,true,false,true,false,true,true,small,true,small-medium,true,medium,true,true,true,true,true,false,true,true,true,false,true,true,false,3,true,256,-G,s
true,xdigit,false,false,true,false,false,false,false,false,false,off,catalog,true,true,false,false,true,true,true,false,false,false,true,false,true,false,true,medium,false,small-medium,false,small,false,false,false,false,true,false,false,false,false,false,false,false,true,4,false,256,off,m
true,xdigit,true,true,true,false,false,false,true,true,false,off,numeric,true,false,true,false,false,false,true,true,true,false,false,true,true,false,false,medium,false,small-medium,true,large,true,false,true,true,false,true,true,true,true,false,false,false,true,off,true,off,-P,s
false,xdigit,true,false,true,true,true,true,true,false,false,off,numeric,false,true,false,false,true,false,true,false,true,true,true,false,true,true,true,large,false,small-medium,false,medium,false,true,false,false,false,false,true,false,false,true,true,true,false,1,false,64,-G,s
true,xdigit,false,false,false,true,true,false,true,true,false,off,numeric,false,false,true,true,false,true,false,true,false,false,true,false,false,false,false,large,true,small-medium,false,medium,true,false,true,true,true,true,false,false,true,false,true,false,false,2,false,256,-E,m
false,xdigit,false,true,true,false,true,true,false,false,false,off,numeric,true,true,false,true,false,true,false,false,true,true,false,true,false,true,false,medium,false,small-medium,false,small,true,true,false,false,false,false,false,true,true,true,false,true,false,3,true,128,-P,m
false,xdigit,true,true,true,false,true,true,true,true,true,off,numeric,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,small,true,small-medium,true,medium,true,true,false,false,false,false,true,true,true,true,true,true,false,4,true,512,off,m
false,xdigit,true,false,false,false,false,false,false,true,false,binary,off,false,true,true,true,false,true,false,true,false,true,true,false,true,false,false,medium,false,small-medium,false,small,false,false,true,false,true,false,false,true,false,false,false,true,false,off,false,64,-E,m
true,xdigit,false,true,false,false,true,true,false,true,false,binary,off,true,true,false,false,true,false,true,false,true,false,true,true,false,false,true,small,false,small-medium,false,small,true,false,false,true,false,false,false,false,false,false,true,false,true,1,true,off,-G,l
false,xdigit,false,true,true,true,false,true,true,false,true,binary,off,true,false,false,true,true,false,true,false,false,true,true,false,true,true,true,large,true,small-medium,false,large,false,true,true,true,false,true,true,true,false,true,true,true,false,2,false,256,off,l
true,xdigit,true,true,true,true,true,false,true,true,true,binary,off,true,true,true,false,true,true,false,false,true,false,false,true,true,false,true,medium,true,small-medium,false,large,true,true,true,false,true,true,true,true,false,true,false,false,true,3,false,128,-G,s
false,xdigit,false,true,false,false,false,false,false,false,true,binary,off,false,false,true,true,false,false,true,true,true,false,false,false,false,true,true,large,false,small-medium,true,large,true,false,false,false,false,true,false,false,true,true,false,false,false,4,true,512,-G,m
false,xdigit,false,true,false,true,false,false,false,true,true,binary,binary,true,true,false,false,false,true,false,true,true,false,false,false,true,true,true,large,true,small-medium,true,small,false,true,false,true,true,false,true,false,false,false,true,true,true,off,false,off,off,s
false,xdigit,false,false,true,true,false,true,true,false,true,binary,binary,true,false,true,true,false,false,false,true,true,true,false,true,false,false,false,small,false,small-medium,false,medium,true,false,false,true,true,true,false,false,true,true,false,true,true,1,true,64,off,m
true,xdigit,true,true,false,false,false,false,false,false,false,binary,binary,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,medium,true,small-medium,false,medium,false,false,false,false,false,true,true,true,true,false,false,false,true,2,true,128,off,m
true,xdigit,true,false,false,false,true,false,true,false,true,binary,binary,false,false,true,true,false,true,true,false,true,true,false,true,true,false,true,large,true,small-medium,false,small,false,false,true,true,false,false,true,false,false,false,false,false,false,3,false,256,-P,l
false,xdigit,false,false,true,true,true,false,false,true,true,binary,binary,false,true,false,true,true,false,false,false,false,true,true,false,false,true,false,medium,true,small-medium,true,large,true,true,true,true,false,false,true,true,true,false,false,true,false,4,true,off,-E,l
false,xdigit,false,false,false,false,true,true,true,true,false,binary,enum,true,true,true,true,true,false,false,true,false,false,false,true,true,true,false,small,false,small-medium,true,large,false,true,false,false,false,true,false,false,true,true,true,false,false,off,true,512,-P,l
true,xdigit,false,true,true,false,false,true,true,true,true,binary,enum,true,false,false,false,false,true,false,true,false,true,true,true,true,false,true,large,false,small-medium,true,small,true,true,true,false,true,true,true,false,true,false,false,true,true,1,false,128,-E,l
false,xdigit,false,false,false,true,false,true,false,true,true,binary,enum,true,true,false,true,false,true,true,true,true,true,false,true,false,true,false,medium,true,small-medium,false,medium,true,false,true,false,true,false,true,true,true,false,true,false,true,2,true,64,-G,s
false,xdigit,true,true,false,false,true,false,false,false,true,binary,enum,true,false,true,false,true,true,true,true,false,false,true,false,false,false,false,small,false,small-medium,true,medium,true,false,false,true,true,false,false,true,false,true,false,false,false,3,false,256,off,l
true,xdigit,true,false,true,false,false,false,true,false,false,binary,enum,false,false,false,false,true,true,false,true,true,true,false,true,true,true,true,medium,false,small-medium,false,large,false,true,true,true,true,true,false,true,false,false,true,false,false,4,false,64,off,m
true,xdigit,true,false,false,false,true,true,false,false,false,binary,catalog,false,false,false,true,false,true,true,true,true,true,true,false,true,true,false,medium,true,small-medium,false,small,true,false,true,false,true,true,false,true,true,true,false,true,true,off,false,off,-G,s
true,xdigit,false,false,true,true,true,false,false,true,false,binary,catalog,false,true,false,false,false,false,false,false,false,true,true,false,false,true,true,large,true,small-medium,true,large,false,true,false,true,false,false,false,true,false,false,true,false,true,1,true,512,off,m
false,xdigit,true,false,true,false,false,true,true,false,true,binary,catalog,true,true,false,false,true,false,true,false,true,false,true,true,false,false,true,small,false,small-medium,false,medium,false,false,true,false,true,false,false,false,false,false,true,true,false,2,false,512,-P,m
false,xdigit,false,true,false,true,true,true,false,false,false,binary,catalog,true,false,true,false,false,false,true,false,true,false,true,false,false,true,false,large,false,small-medium,false,small,false,true,true,true,true,true,false,false,true,true,true,true,true,3,true,64,-E,m
false,xdigit,true,true,false,true,false,false,true,true,true,binary,catalog,false,false,true,true,false,true,false,true,false,false,true,false,true,true,false,small,true,small-medium,false,large,true,false,false,false,false,false,true,true,false,false,true,true,true,4,true,128,-P,s
true,xdigit,true,true,false,true,false,true,false,false,true,binary,numeric,true,true,false,false,true,false,true,false,false,false,false,true,false,true,true,small,true,small-medium,false,large,false,true,false,false,true,false,false,true,false,false,true,true,false,off,false,128,-E,l
false,xdigit,true,false,true,false,false,false,false,true,true,binary,numeric,true,true,false,false,true,true,false,true,true,false,true,false,true,true,false,medium,false,small-medium,true,small,false,false,false,true,true,true,true,true,false,false,true,false,false,1,true,256,-G,m
true,xdigit,false,true,false,true,true,false,true,true,true,binary,numeric,false,true,false,true,false,false,true,false,true,true,false,true,false,false,true,large,true,small-medium,true,medium,false,false,false,true,false,false,false,false,false,true,false,false,true,2,false,off,-P,l
true,xdigit,false,true,false,true,false,false,false,true,false,binary,numeric,true,false,false,false,true,false,true,false,false,true,true,false,true,true,false,medium,true,small-medium,false,medium,true,false,true,false,false,true,true,false,true,false,true,false,true,3,false,512,-E,l
true,xdigit,true,true,true,false,false,true,false,false,false,binary,numeric,false,true,true,true,false,false,true,false,true,true,true,false,true,false,true,small,false,small-medium,true,small,true,true,true,false,true,true,false,true,true,true,false,false,true,4,false,256,-E,s
true,xdigit,true,false,false,true,true,true,false,false,true,enum,off,true,true,true,false,true,true,true,true,false,true,false,true,false,false,false,large,false,small-medium,true,large,true,true,true,false,true,false,true,false,true,true,true,false,true,off,false,off,-E,s
false,xdigit,true,false,true,false,false,false,true,false,false,enum,off,false,false,false,true,true,false,false,false,true,false,true,false,true,true,true,small,true,small-medium,false,large,true,false,true,false,true,true,true,false,true,false,false,true,true,1,true,64,-G,s
true,xdigit,true,false,false,false,true,false,true,true,false,enum,off,false,false,true,false,false,false,true,false,false,false,false,true,true,false,false,small,true,small-medium,true,small,false,false,true,true,false,false,false,true,false,true,true,false,false,2,true,128,-P,m
false,xdigit,false,false,true,false,false,true,false,false,false,enum,off,true,false,false,true,false,true,true,true,false,true,true,false,false,false,false,medium,false,small-medium,false,medium,false,true,false,true,false,true,true,true,false,true,false,false,true,3,true,512,-P,l
true,xdigit,false,true,false,true,true,true,true,true,true,enum,off,false,true,true,false,true,true,false,true,true,false,true,true,true,true,true,small,false,small-medium,true,medium,false,false,true,false,true,true,true,false,true,true,true,true,false,4,false,256,-G,l
false,xdigit,false,true,false,true,true,false,true,false,false,enum,binary,false,false,false,true,false,true,true,false,false,true,true,true,true,true,true,medium,true,small-medium,true,medium,true,true,false,false,false,false,false,true,true,true,false,false,false,off,false,64,-P,s
false,xdigit,true,false,false,false,true,false,true,true,true,enum,binary,false,true,true,false,false,true,true,true,false,true,true,false,false,true,false,medium,false,small-medium,false,small,false,false,true,true,false,false,true,true,false,true,true,true,false,1,false,off,off,m
false,xdigit,true,false,false,false,false,true,true,true,false,enum,binary,true,true,true,false,false,false,true,false,false,true,false,false,false,true,true,large,true,small-medium,true,large,true,true,false,true,true,true,false,true,false,false,false,true,true,2,false,256,-G,s
false,xdigit,true,true,true,false,true,false,false,true,false,enum,binary,false,true,true,true,true,false,false,true,true,false,true,false,true,false,true,large,true,small-medium,false,medium,true,true,false,false,false,true,false,false,true,false,true,true,false,3,true,128,-E,l
true,xdigit,true,true,true,false,false,false,false,false,false,enum,binary,true,false,true,true,false,true,true,true,false,true,false,true,true,false,true,large,false,small-medium,false,small,true,true,true,true,true,true,true,true,true,true,false,true,false,4,true,512,off,s
true,xdigit,false,false,true,false,false,true,true,false,false,enum,enum,false,true,true,true,true,false,true,false,false,false,true,true,true,true,false,large,true,small-medium,true,large,false,false,true,false,false,false,true,true,false,false,false,true,true,off,true,128,off,m
true,xdigit,true,false,true,true,false,false,true,false,false,enum,enum,true,false,true,true,true,false,true,false,true,false,true,true,false,false,true,medium,true,small-medium,false,medium,false,false,false,true,false,false,true,true,true,true,false,false,false,1,true,256,-E,l
true,xdigit,true,true,true,true,true,false,false,false,true,enum,enum,false,false,false,true,true,false,false,true,false,true,true,false,true,true,false,small,false,small-medium,false,large,false,true,false,true,false,false,true,false,true,false,false,true,false,2,true,off,-G,s
true,xdigit,false,false,true,false,true,true,false,false,false,enum,enum,true,true,true,false,true,true,true,false,true,false,false,true,true,false,false,medium,false,small-medium,true,small,false,false,true,false,false,true,false,false,false,false,true,false,true,3,false,64,-G,l
false,xdigit,false,false,false,false,false,true,false,false,true,enum,enum,true,false,false,false,true,false,false,true,false,true,true,false,false,true,true,small,false,small-medium,false,small,false,true,true,false,false,false,true,false,false,true,true,false,true,4,false,128,-G,m
true,xdigit,false,true,false,false,false,false,false,true,true,enum,catalog,true,false,false,false,true,false,false,true,true,false,false,false,false,true,true,large,false,small-medium,false,large,false,true,true,false,false,true,false,false,true,false,false,false,true,off,false,256,-P,l
false,xdigit,false,false,true,false,true,false,true,false,false,enum,catalog,false,true,true,true,false,true,false,true,false,false,false,true,false,false,false,medium,true,small-medium,true,medium,true,true,true,false,true,true,true,false,true,true,true,false,true,1,true,128,-G,m
false,xdigit,true,true,true,true,false,false,false,false,true,enum,catalog,false,false,true,false,false,true,false,true,false,true,false,true,true,false,false,small,true,small-medium,true,small,false,true,false,false,false,false,true,false,false,true,true,false,false,2,false,64,-E,l
true,xdigit,false,true,false,true,false,true,false,false,false,enum,catalog,true,true,true,false,true,false,true,false,true,true,false,false,true,true,false,small,true,small-medium,false,medium,true,false,true,true,false,false,true,true,false,true,false,false,false,3,true,off,off,l
false,xdigit,false,false,false,true,true,false,false,true,true,enum,catalog,true,true,false,true,false,true,false,true,true,true,true,true,false,true,false,medium,true,small-medium,false,small,false,false,true,true,false,true,false,true,true,true,true,false,false,4,false,512,-E,m
false,xdigit,false,false,false,true,false,true,true,false,false,enum,numeric,false,false,true,false,false,true,true,true,false,false,true,false,false,false,false,small,false,small-medium,false,medium,true,false,true,false,false,false,true,true,false,false,false,true,true,off,false,512,-G,s
false,xdigit,false,false,true,true,false,true,false,true,false,enum,numeric,false,true,false,true,true,false,false,true,false,false,false,true,false,true,true,small,false,small-medium,true,small,false,false,true,false,true,false,false,false,true,true,false,false,false,1,true,off,-P,s
true,xdigit,false,true,false,false,false,true,false,true,true,enum,numeric,false,false,true,true,true,true,true,false,false,false,true,false,true,true,false,medium,true,small-medium,true,large,false,true,true,true,true,true,false,true,true,true,true,true,true,2,false,64,off,s
true,xdigit,true,false,true,true,true,false,true,false,false,enum,numeric,false,false,true,false,true,true,true,false,false,false,false,false,true,true,true,large,true,small-medium,true,large,true,true,false,false,false,false,true,false,true,true,true,false,true,3,true,256,off,m
false,xdigit,true,false,false,false,true,false,true,false,false,enum,numeric,false,false,false,false,false,true,false,false,false,false,true,true,true,false,true,small,false,small-medium,false,large,true,false,false,true,true,true,false,true,false,false,false,false,false,4,true,off,off,l
true,xdigit,false,true,false,true,true,false,false,true,false,catalog,off,true,true,false,true,true,true,false,false,true,true,false,true,false,true,true,large,true,small-medium,true,medium,true,true,true,true,false,false,false,true,false,false,false,true,true,off,true,512,-G,m
true,xdigit,true,false,true,false,false,true,true,false,true,catalog,off,false,true,false,false,true,false,true,true,true,false,false,false,false,false,false,small,false,small-medium,false,small,false,false,false,false,true,false,false,true,true,false,false,true,false,1,false,128,-E,s
false,xdigit,true,false,false,false,true,true,true,true,true,catalog,off,false,false,true,true,false,false,false,true,false,true,true,false,true,true,true,small,true,small-medium,true,medium,true,true,true,false,false,false,true,false,true,false,false,false,false,2,false,64,off,l
false,xdigit,false,true,true,false,true,true,true,false,false,catalog,off,false,false,false,false,true,false,true,false,false,true,true,true,true,false,true,medium,false,small-medium,false,large,true,false,false,true,true,true,true,false,false,true,true,false,true,3,true,256,-E,m
false,xdigit,true,true,true,true,false,false,false,true,true,catalog,off,true,false,true,false,false,true,false,false,false,false,false,false,true,false,false,medium,true,small-medium,false,small,true,true,false,false,false,false,false,false,true,true,false,false,true,4,true,off,-P,m
false,xdigit,false,false,false,false,false,true,false,true,false,catalog,binary,true,false,true,false,false,true,true,true,true,true,true,true,false,false,false,small,true,small-medium,false,small,false,true,false,true,true,true,false,false,false,false,true,true,false,off,true,128,-P,l
true,xdigit,true,true,true,true,true,true,true,false,true,catalog,binary,true,false,true,true,true,true,true,true,true,false,true,true,false,true,false,large,false,small-medium,true,large,true,true,true,false,true,true,true,false,true,true,false,true,true,1,false,512,-P,s
true,xdigit,true,false,true,true,false,true,true,true,true,catalog,binary,false,true,false,true,false,true,false,false,true,true,false,true,true,false,false,medium,false,small-medium,true,medium,false,true,true,true,false,true,true,true,false,true,false,true,false,2,false,256,-E,s
true,xdigit,true,true,false,true,true,false,true,true,true,catalog,binary,true,true,true,true,false,false,true,false,true,false,false,true,true,true,false,small,false,small-medium,true,large,false,false,false,false,true,false,true,true,true,false,true,false,false,3,false,64,-G,s
false,xdigit,false,false,true,true,true,false,false,false,true,catalog,binary,true,true,false,false,true,false,false,false,false,true,false,false,false,true,true,small,false,small-medium,false,small,true,false,true,true,false,true,false,false,false,false,true,true,true,4,true,64,-E,s
true,xdigit,true,true,false,false,true,true,false,true,true,catalog,enum,false,false,false,true,false,true,false,true,false,false,true,false,false,true,false,small,true,small-medium,true,large,false,false,false,true,true,true,false,true,false,true,true,false,true,off,false,off,off,s
true,xdigit,false,false,true,false,true,false,false,true,true,catalog,enum,true,true,true,true,false,false,false,true,false,false,false,false,true,false,true,large,false,small-medium,false,medium,false,false,false,true,true,false,false,false,false,false,false,true,false,1,true,64,-P,m
false,xdigit,false,true,true,false,true,false,false,false,false,catalog,enum,false,true,true,false,true,true,false,true,true,true,true,false,false,true,true,large,true,small-medium,false,large,false,true,false,false,false,true,false,true,false,false,false,true,false,2,false,512,-E,l
false,xdigit,false,false,true,true,false,false,false,true,false,catalog,enum,false,true,false,true,false,false,true,false,false,false,true,true,true,false,false,large,false,small-medium,true,small,false,true,true,true,false,false,true,true,true,true,true,true,false,3,false,512,-P,s
false,xdigit,true,true,true,true,false,true,true,true,false,catalog,enum,true,false,false,true,false,false,false,true,false,true,false,true,true,true,false,medium,false,small-medium,true,large,true,false,false,true,true,false,false,true,true,false,false,false,true,4,true,256,-G,l
true,xdigit,false,true,true,true,false,true,true,false,false,catalog,catalog,false,false,true,false,true,false,true,true,false,false,false,false,false,false,false,medium,true,small-medium,true,medium,true,true,true,true,false,true,true,true,true,false,true,true,true,off,true,64,-P,m
false,xdigit,true,true,false,false,false,true,true,true,false,catalog,catalog,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,large,true,small-medium,true,large,false,true,false,true,false,true,false,false,true,false,true,true,false,1,false,off,-E,m
false,xdigit,true,false,false,true,false,false,false,false,true,catalog,catalog,true,true,true,false,true,true,false,false,true,true,false,false,false,true,true,medium,true,small-medium,false,small,true,true,true,true,true,false,false,false,true,true,false,true,true,2,true,128,off,l
true,xdigit,false,false,false,false,false,true,true,true,true,catalog,catalog,true,false,true,false,false,true,true,true,true,true,false,false,true,true,false,medium,false,small-medium,true,large,true,false,false,false,false,false,false,false,false,false,false,true,true,3,false,128,-E,s
true,xdigit,true,false,true,false,true,true,true,true,true,catalog,catalog,false,true,true,true,true,false,false,false,false,false,true,false,true,false,false,small,false,small-medium,true,small,false,false,false,false,false,false,true,false,false,false,false,true,false,4,true,512,-G,l
true,xdigit,false,true,false,false,true,false,true,true,true,catalog,numeric,false,false,true,true,true,false,true,false,true,false,true,false,true,true,true,large,true,small-medium,false,small,true,false,true,false,false,false,false,true,false,false,false,true,false,off,false,256,-P,s
true,xdigit,false,false,true,true,true,true,true,true,false,catalog,numeric,false,false,false,true,false,true,false,false,false,true,false,true,false,true,false,small,true,small-medium,false,small,true,false,false,false,false,true,false,false,true,false,false,true,true,1,true,256,off,m
true,xdigit,true,true,true,true,false,true,true,false,true,catalog,numeric,false,false,false,true,false,true,true,true,true,false,true,true,false,true,true,large,false,small-medium,false,medium,true,false,true,false,true,true,false,false,true,true,true,false,false,2,false,128,-G,l
true,xdigit,false,false,true,true,false,false,true,false,true,catalog,numeric,false,true,false,false,true,false,false,true,true,true,true,true,false,false,true,medium,false,small-medium,false,small,false,true,false,true,false,false,true,true,false,false,false,true,true,3,false,off,-G,s
true,xdigit,true,true,true,false,false,true,false,false,true,catalog,numeric,true,false,false,false,true,true,false,false,false,true,false,true,false,false,true,small,true,small-medium,true,large,false,true,false,true,false,true,true,true,true,true,false,false,true,4,true,64,-P,l
true,xdigit,true,false,true,true,false,true,true,true,false,numeric,off,true,true,true,false,false,true,true,false,true,false,false,false,false,true,true,small,true,small-medium,true,small,false,true,true,false,true,false,true,false,true,true,false,false,false,off,true,256,-P,m
false,xdigit,true,true,true,true,false,false,true,false,true,numeric,off,true,false,false,true,true,true,false,false,false,true,true,true,true,false,false,medium,false,small-medium,true,large,false,false,true,false,false,true,false,true,false,true,true,true,true,1,false,512,off,l
false,xdigit,false,false,false,false,true,false,false,true,true,numeric,off,false,false,true,false,true,false,true,true,true,false,false,false,true,true,true,medium,false,small-medium,false,medium,true,true,false,true,false,true,false,true,true,false,true,true,false,2,true,off,-E,l
false,xdigit,true,true,false,false,false,true,false,false,false,numeric,off,true,true,false,true,true,true,false,true,true,true,false,false,false,true,false,large,false,small-medium,false,medium,true,false,false,true,false,false,true,false,false,false,false,true,true,3,false,64,-G,s
true,xdigit,false,true,false,false,false,false,true,true,false,numeric,off,false,false,true,true,false,false,true,false,true,true,true,true,true,false,true,large,true,small-medium,false,small,false,false,false,true,true,false,false,false,false,true,true,false,true,4,false,128,off,m
false,xdigit,false,false,false,true,false,true,false,false,false,numeric,binary,false,false,true,true,false,false,false,false,false,false,true,false,false,false,true,medium,true,small-medium,false,medium,false,false,true,true,true,true,true,true,false,false,false,false,false,off,false,512,-E,m
false,xdigit,false,true,false,true,true,false,false,true,false,numeric,binary,false,true,false,false,true,false,false,true,false,false,false,true,true,true,true,large,false,small-medium,true,medium,true,true,true,false,true,true,true,false,true,true,true,false,true,1,true,256,-P,l
true,xdigit,true,false,true,true,true,true,true,false,false,numeric,binary,true,false,true,true,false,true,false,true,true,true,true,true,false,false,false,small,true,small-medium,true,large,true,true,false,true,true,false,false,true,true,true,true,true,true,2,true,64,-P,l
true,xdigit,false,false,true,false,true,false,false,false,false,numeric,binary,true,true,false,false,true,true,false,false,false,false,false,true,false,true,false,medium,false,small-medium,true,small,false,false,false,false,true,false,false,true,true,false,false,true,true,3,false,off,-P,m
false,xdigit,true,false,false,false,true,false,true,false,false,numeric,binary,true,false,true,false,true,false,true,true,false,true,false,true,false,true,false,small,true,small-medium,true,medium,false,false,true,true,false,true,false,true,true,false,false,true,false,4,false,256,-G,s
false,xdigit,true,true,true,false,true,true,false,true,true,numeric,enum,true,false,true,true,false,false,true,true,true,true,false,false,false,false,true,medium,true,small-medium,true,large,true,true,false,false,false,false,true,true,true,true,true,true,false,off,false,128,-E,s
false,xdigit,false,true,false,true,true,true,false,true,true,numeric,enum,true,true,true,false,false,true,false,false,true,false,true,true,true,false,false,large,true,small-medium,false,small,true,false,true,false,true,false,false,false,false,true,true,false,false,1,true,off,-G,m
true,xdigit,false,false,false,false,false,true,false,false,false,numeric,enum,true,false,false,false,false,false,true,true,false,true,false,false,false,true,false,large,false,small-medium,false,medium,true,true,true,true,false,true,true,false,true,true,true,true,true,2,true,512,off,s
false,xdigit,false,false,false,true,true,true,true,false,true,numeric,enum,false,false,true,false,false,true,true,false,false,true,false,false,true,false,true,small,true,small-medium,false,medium,false,true,true,false,true,false,false,false,false,true,false,true,false,3,true,256,-E,s
true,xdigit,true,true,true,true,false,true,true,true,false,numeric,enum,false,true,false,false,true,true,true,true,false,false,true,false,false,true,true,large,false,small-medium,true,large,false,false,true,false,true,false,true,true,false,true,false,false,false,4,true,512,-P,m
false,xdigit,false,true,true,true,false,false,true,false,false,numeric,catalog,true,false,false,true,true,true,false,false,false,false,false,true,true,true,false,small,false,small-medium,false,small,true,true,false,true,false,true,true,true,true,false,false,true,false,off,true,128,off,s
true,xdigit,true,false,true,false,false,true,false,true,true,numeric,catalog,false,true,true,false,true,true,true,true,false,true,true,false,false,false,false,large,false,small-medium,false,small,false,false,true,false,true,true,false,false,false,true,true,false,false,1,true,64,off,l
false,xdigit,true,true,true,true,false,false,true,true,true,numeric,catalog,true,false,false,false,false,true,false,true,true,true,true,true,false,true,true,medium,true,small-medium,true,medium,false,true,false,false,true,false,true,false,true,false,true,true,true,2,true,off,off,m
true,xdigit,true,true,false,false,false,false,true,true,false,numeric,catalog,true,true,false,true,false,true,true,true,true,false,false,false,false,false,true,small,false,small-medium,false,large,false,true,false,false,true,true,false,true,true,true,true,false,true,3,false,512,-G,m
true,xdigit,true,false,false,false,true,false,false,false,true,numeric,catalog,true,false,true,false,false,false,false,false,true,true,true,false,true,false,false,small,false,small-medium,true,medium,true,false,true,true,false,false,true,false,false,true,true,false,false,4,true,off,-P,s
true,xdigit,true,true,false,true,true,false,true,true,true,numeric,numeric,true,true,false,false,true,false,false,false,false,false,true,true,false,false,false,large,false,small-medium,true,medium,true,false,false,false,false,true,true,false,false,true,true,true,false,off,true,64,-E,s
false,xdigit,false,false,false,true,true,false,true,false,false,numeric,numeric,false,true,true,true,true,false,false,true,true,false,false,false,false,true,true,medium,false,small-medium,false,small,true,true,true,true,false,false,true,true,false,true,false,true,false,1,true,128,-E,m
false,xdigit,true,false,true,true,false,false,false,false,false,numeric,numeric,false,true,false,false,true,true,true,true,true,true,false,false,true,false,true,small,true,small-medium,false,small,false,false,false,true,false,false,true,false,false,false,true,false,true,2,false,256,off,s
true,xdigit,false,false,false,true,true,true,false,true,false,numeric,numeric,true,true,true,false,false,false,false,true,false,true,true,false,true,false,false,large,false,small-medium,true,large,false,false,true,false,false,true,false,true,true,true,false,true,false,3,true,128,off,s
false,xdigit,false,true,false,false,true,false,false,true,false,numeric,numeric,false,true,false,false,false,true,false,false,true,false,false,false,true,false,true,medium,true,small-medium,true,small,true,true,false,true,true,false,false,false,false,false,false,true,true,4,true,512,-G,l
true,xdigit,false,true,true,true,true,true,true,false,true,off,off,false,true,false,true,false,true,false,false,false,true,true,false,true,false,true,medium,false,small-large,false,large,false,true,false,true,true,true,false,false,false,false,true,false,true,off,true,off,-E,m
false,xdigit,true,false,false,false,false,false,false,true,false,off,off,true,false,true,false,true,false,true,true,true,false,false,true,true,false,false,large,true,small-large,true,large,true,false,true,false,false,false,true,true,true,true,false,true,true,1,false,64,off,m
false,xdigit,false,true,false,false,true,true,false,false,false,off,off,true,true,true,true,true,true,false,false,true,false,true,true,false,true,false,small,false,small-large,true,large,false,false,false,false,true,false,false,true,false,false,false,false,false,2,false,128,-G,l
false,xdigit,true,false,true,true,true,false,true,true,true,off,off,false,false,false,false,false,false,true,false,false,true,false,true,false,true,true,medium,true,small-large,false,medium,true,true,true,true,false,true,true,false,true,true,true,true,false,3,true,256,off,l
true,xdigit,true,true,false,true,false,false,true,true,true,off,off,true,true,false,false,true,true,false,true,false,false,true,false,false,true,false,small,true,small-large,false,small,true,false,true,true,true,false,false,false,true,false,false,true,true,4,true,512,-P,s
false,xdigit,true,true,true,false,false,true,true,false,false,off,binary,false,false,true,true,false,false,true,true,true,true,true,false,true,true,true,small,false,small-large,true,small,false,true,false,false,false,true,true,true,false,true,true,false,false,off,false,64,off,l
true,xdigit,false,false,false,false,false,true,false,true,true,off,binary,false,false,true,true,false,true,true,false,false,false,false,true,false,false,true,small,false,small-large,true,medium,true,false,false,true,true,true,true,true,true,false,false,false,false,1,true,off,-E,s
true,xdigit,false,false,true,true,false,false,false,false,false,off,binary,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,large,false,small-large,false,small,false,true,true,false,false,false,false,false,false,true,true,true,false,2,false,256,-G,m
true,xdigit,true,true,false,true,true,true,false,false,true,off,binary,false,false,true,false,true,false,false,true,false,true,true,true,true,true,false,large,true,small-large,true,medium,false,true,false,true,true,true,true,false,false,true,false,false,true,3,false,128,-P,m
